objid               ra       dec        z        Morph    T  Distance rMag umr amaj b_a name
587732050562187373 161.940904  56.091141  0.004133 Im       10 13.95 -16.03  1.43    77.5  0.69 UGC05888
588295840707182684 161.946257  46.879319  0.004971 dI       10 17.3  -13.47  0.48    25.3  0.39 SDSSJ104747.10+465245.5
587734950206636100 161.956688  12.581665  0.003039 E        -5  9.58 -20.33  2.62    -9.  -9.   MESSIER105
587739408384458807 161.959787  33.72849   0.005547 SABdm     8 19.59 -15.63  1.52   127.4  0.15 UGC05898
587734948059086915 161.974699  10.897808  0.009263 Im/BCD   12 34.41 -17.66  1.26    -9.  -9.   CGCG066-017
587735349639249996 162.035579  14.854569  0.009471 Sbc       4 35.23 -16.01  1.43    26.7  0.44 SDSSJ104808.54+145116.5
587739408384524300 162.045728  33.744539  0.004153 dI       10 14.03 -15.66  1.2     45.1  0.72 KUG1045+340
587741490906398723 162.050746  28.601785  0.00544  SBa       1 19.17 -18.89  2.12    -9.  -9.   NGC3380
588017705070362627 162.07035   12.629276  0.002348 SAB0     -3  6.83 -18.53  2.52   106.4  0.84 NGC3384
587739097249808422 162.103403  34.711411  0.005434 SBc       5 19.14 -18.46  1.55   119.1  0.94 NGC3381
587734950206701627 162.120393  12.533926  0.00434  SAc       5 14.78 -18.6   1.16   190.5  0.38 NGC3389
587732050025316448 162.1471    55.744977  0.009729 Sdm       8 36.26 -16.98  1.26    41.1  0.55 MCG+09-18-031
587741532782133354 162.152556  27.969797  0.007862 dI       10 28.82 -15.81  1.45    40.3  0.43 KUG1045+282
587732482206138436 162.220553  46.724081  0.002472 Im/BCD   12  7.32 -14.57  1.13    85.6  0.51 UGC05917
587738410867425433 162.223971  14.124527  0.002125 dEn      -6  5.93 -14.05  2.06    74.3  0.62 CGCG066-026
587738410867425357 162.234827  14.219832  0.009927 SAcd      6 37.05 -18.88  1.35    77.6  0.56 NGC3391
588017704533491753 162.23728   12.193902  0.00477  Im/BCD   12 16.49 -15.19  0.42    43.9  0.46 MRK1263
587734948059218052 162.24908   10.835414  0.006454 SABdm     8 23.21 -16.38  1.5     52.2  0.78 CGCG066-024
587748928427589781 162.256367  -0.640416  0.00615  SABd      7 22.   -17.88  1.68    91.6  0.63 UGC05922
587731868555608115 162.270984  52.3355    0.007819 BCD      13 28.65 -16.7   0.06    40.1  0.56 UGCA219
587732702329897007 162.281549   6.917257  0.002408 SAa       1  7.07 -15.53  1.73    95.9  0.5  UGC05923
587732135916994845 162.285952  50.573812  0.003062 dI       10  9.68 -12.33  1.73    33.3  0.5  SDSSJ104908.63+503425.7
587741532782198813 162.303331  27.92259   0.00469  Sdm       8 16.17 -16.95  1.42   153.   0.23 UGC05921
587734950206832770 162.324214  12.417291  0.004613 IBm      10 15.87 -15.07  2.65    74.2  0.33 CGCG066-029
587739295086542994 162.332112  32.730641  0.00556  dI       10 19.65 -13.71  1.33    25.5  0.47 SDSSJ104919.71+324350.3
587739295086542906 162.354444  32.772715  0.00545  SAd       7 19.21 -17.55  1.46    89.5  0.74 IC2604
588017704533557364 162.361257  12.257781  0.004417 dEblue   -9 15.08 -14.03  1.02    22.6  0.81 SDSSJ104926.70+121528.0
587725551208497194 162.401718  65.533631  0.001127 Sm/Im    10  1.95 -10.25  2.46    42.5  0.96 UGC05918
587739407310848040 162.458234  32.980098  0.005404 SAd       7 19.02 -18.51  0.74   136.7  0.46 NGC3395
587739407310848023 162.479461  32.990817  0.00542  Imeger   10 19.09 -18.9   1.12   225.8  0.29 NGC3396
587746209446625445 162.487488   8.719991  0.008623 Sdm       8 31.86 -16.5   1.53    64.8  0.27 SDSSJ104957.00+084312.0
587739294012801114 162.495545  31.909498  0.00528  SBd       7 18.53 -15.53  1.77    69.5  0.52 UGC05934
587738410330685467 162.507452  13.78477   0.004391 dEblue   -9 14.98 -14.35  0.99    22.4  0.91 SDSSJ105001.79+134705.1
587728307489079505 162.537021   1.264961  0.005311 dI       10 18.65 -14.83  1.44    48.5  0.43 LSBCL1-134
587741489295851811 162.557878  27.301089  0.005241 dI       10 18.37 -13.78  1.94    23.6  0.73 SDSSJ105013.89+271804.0
587739295086608434 162.564638  32.76816   0.00558  Sc        5 19.72 -16.83  1.43    61.4  0.54 IC2608
587735347491897534 162.579001  13.271858  0.003447 dSphun   -8 11.21 -15.32  2.18    72.8  0.88 UGC05944
587742566788038835 162.606395  17.564211  0.003776 SBm       9 12.53 -15.6   1.3     78.3  0.57 UGC05945
587742573756022922 162.624887  19.642896  0.004173 Im/BCD   12 14.11 -15.68  2.11    71.6  0.64 UGC05947
587725551745499268 162.646857  66.045143  0.00377  dI       10 12.5  -14.25  1.57    52.8  0.41 SDSSJ105035.25+660242.5
587742863668477963 162.657859  15.763504  0.00374  dI       10 12.38 -14.17  1.28    47.6  0.49 UGC05948
587741533319266308 162.689459  28.469082  0.00479  SBa       1 16.57 -18.23  2.42   116.8  0.57 NGC3400
587741532782330166 162.706432  28.058271  0.005103 dI       10 17.82 -13.62  1.3     25.   0.73 SDSSJ105049.54+280329.7
587738409793880107 162.721985  13.412121  0.002805 SB0      -3  8.65 -18.75  2.44   294.6  0.3  NGC3412
587738409793880325 162.756249  13.333477  0.00234  dSphn    -8  6.79 -13.05  2.      49.5  0.68 LSBCD640-11
588013384348795072 162.782646  51.33704   0.00236  dI       10  6.87 -11.01  1.49    16.8  0.83 SDSSJ105107.83+512013.3
587741532782395516 162.782921  27.979604  0.006165 dI       10 22.06 -14.93  1.63    30.3  0.78 SDSSJ105107.90+275846.5
587741532782395521 162.80422   28.006207  0.003985 dEn      -6 13.36 -15.69  2.32    46.7  0.74 2MASXJ10511304+2800221
587732576700399634 162.809705   5.84002   0.003372 SAcd      6 10.91 -17.92  1.88   216.4  0.92 NGC3423
587741489832853644 162.816158  27.848788  0.003945 Sc        3 13.2  -16.26  2.12   132.   0.25 UGC05958
587741532782395413 162.817531  27.975095  0.004807 S0pec    -3 16.64 -19.84  2.67   194.6  0.66 NGC3414
587725473346420885 162.820331  62.413364  0.005497 dI       10 19.39 -14.74  1.1     31.4  0.76 SDSSJ105116.87+622448.1
588017110215622774 162.825113  44.571792  0.005924 SB0      -3 21.1  -18.81  2.      76.1  0.65 UGC05953
587739295086739482 162.836412  32.766373  0.002151 SAa       1  6.04 -16.07  2.07   132.6  0.55 NGC3413
587741532782395637 162.846735  28.023799  0.00335  dSphn    -8 10.82 -12.53  1.88    26.2  0.73 SDSSJ105123.21+280125.6
587741532782395445 162.849811  28.112021  0.004306 SABa      1 14.64 -17.87  2.21   108.3  0.72 NGC3418
587731870703484991 162.873759  54.034334  0.004438 BCD      13 15.17 -14.71  0.57    33.   0.53 SDSSJ105129.52+540205.5
587735348565836110 162.880605  14.11477   0.002809 dI       10  8.66 -12.44  1.98    27.9  0.62 SDSSJ105131.34+140653.1
587731890842370100 162.880936  55.39095   0.00956  SABa      1 35.59 -18.97  2.13    94.9  0.52 NGC3398
587728310173630487 162.88438    3.45406   0.003569 Sm/Im    10 11.7  -11.04  1.      15.2  0.38 HIPASSJ1051+03
587732580980818132 162.887236  57.007387  0.006224 Sd        7 22.29 -15.61  1.62    57.8  0.34 SDSSJ105132.94+570026.6
588010359078781085 162.89713    4.582891  0.00349  SABdm     8 11.38 -16.24  1.43   144.3  0.34 UGC05974
587741489832853707 162.904752  27.822112  0.004432 dSphn    -8 15.14 -14.83  2.14    46.8  0.78 SDSSJ105137.14+274919.6
587739295086739554 162.942669  32.900272  0.005007 Sc        3 17.44 -18.56  2.6     -9.  -9.   NGC3424
587735348565835950 162.944481  13.976545  0.009907 dI       10 36.97 -15.67  1.31    28.2  0.81 SDSSJ105146.67+135835.5
587742569472655533 162.952684  19.768181  0.004585 dI       10 15.75 -13.41  1.04    32.   0.37 MAPS-NGPO_432_0084117
587741489832919384 163.001494  27.759089  0.006802 dSphn    -8 24.6  -14.68  1.93    25.3  0.89 SDSSJ105200.36+274532.7
587731500261703899 163.011759  55.601178  0.004073 SAdm      8 13.71 -16.54  1.52    79.3  0.94 UGC05976
587732772657758339 163.016125  10.148307  0.009043 SAc       5 33.53 -19.84  2.5    158.8  0.84 NGC3433
587738411941560517 163.019964  15.030457  0.002756 dSphun   -8  8.45 -13.26  2.38    40.9  0.71 SDSSJ105204.79+150149.6
587738618097041514 163.025259  36.477866  0.001586 dI       10  3.78 -10.62  1.07    24.8  0.59 SDSSJ105205.52+362836.3
587739407847981071 163.041298  33.637429  0.005388 Sm/Im    10 18.96 -15.17  1.37    49.3  0.48 SDSSJ105209.91+333814.7
587739295086805083 163.047514  32.950424  0.005287 SABc      5 18.56 -19.25  2.2    233.1  0.36 NGC3430
587741532245590175 163.05885   27.623286  0.00528  dEblue   -9 18.53 -14.61  1.62    29.4  0.86 SDSSJ105214.12+273723.8
587739099129381019 163.069778  36.594511  0.00233  dI       10  6.75 -13.65  1.76    75.8  0.6  UGC05983
587741489296048471 163.076365  27.387272  0.005598 dI       10 19.8  -14.63  1.8     34.4  0.81 SDSSJ105218.32+272314.1
588017702923206802 163.081269  11.043206  0.00276  dEn      -6  8.47 -14.23  1.94    52.3  0.81 SDSSJ105219.51+110235.5
587732772657758471 163.086765  10.233457  0.001731 Sm/Im    10  4.36 -10.61  1.48    25.6  0.77 SDSSJ105220.82+101400.4
587742571608670300 163.089034  17.935265  0.00509  SA0      -3 17.77 -17.04  2.18    69.1  0.61 CGCG095-052
587739406774173771 163.095298  32.637362  0.00511  dEbc     -7 17.85 -16.02  0.94    52.1  0.48 2MASXiJ1052228+323813
587742061600964685 163.10555   21.091441  0.004199 dI       10 14.21 -14.27  1.19    37.8  0.51 SDSSJ105225.33+210529.2
587739099129380909 163.121658  36.613844  0.002055 SBm       9  5.65 -11.6   0.65     8.8  0.99 SDSSJ105231.03+363709.7
587742569472786453 163.132687  19.79231   0.003749 Im/BCD   12 12.42 -16.62  1.11   106.8  0.39 UGC05989
587742865279353331 163.145556  17.144934  0.003732 dI       10 12.35 -12.94  1.23    21.9  0.91 SDSSJ105234.93+170841.8
587741828582604849 163.149001  22.93415   0.004263 SABc      5 14.47 -19.    1.96   181.5  0.36 NGC3437
587739096444829722 163.159752  34.483138  0.00527  Sab       2 18.49 -17.24  1.77   124.   0.25 UGC05990
588848899905290516 163.168609  -0.020855  0.005911 dI       10 21.05 -14.34  0.57    21.6  0.57 MGC0013223
587748929233289272 163.202636   0.03443   0.005971 Im/BCD   12 21.28 -16.58  0.95    44.4  0.74 CGCG010-041
588016891715190845 163.239374  40.378437  0.005444 SAc       5 19.18 -15.7   1.61    48.2  0.96 UGC05996
587742571071799445 163.250449  17.574854  0.003776 SABd      7 12.53 -15.58  1.63    72.9  0.57 NGC3443
587726032778100912 163.262624   2.493725  0.00351  dI       10 11.46 -12.54  0.87    52.3  0.26 LSBCL1-137A
587725550134820991 163.280057  64.795304  0.003679 Im/BCD   12 12.14 -13.94  0.95    35.9  0.73 SDSSJ105307.21+644743.0
587739408384983069 163.283788  33.910362  0.005781 SAab      2 20.53 -18.39  1.25    57.2  0.92 NGC3442
587732135380385830 163.285358  50.284698  0.00462  Sm        9 15.89 -16.31  0.76    72.6  0.47 UGC05998
587742571608736052 163.310531  17.841177  0.003869 dI       10 12.9  -13.65  1.24    33.4  0.57 SDSSJ105314.53+175028.2
587728309100085397 163.328837   2.626785  0.00349  dI       10 11.38 -14.86  0.66    62.7  0.47 LSBCL1-137
587742775088578599 163.349913  16.772428  0.003556 SBm       9 11.65 -15.71  1.28   132.2  0.48 NGC3447a
588017111826563298 163.365244  46.019642  0.002407 Sm/Im    10  7.06 -13.32  1.52    66.3  0.45 UGC06005
587742864742547753 163.373283  16.733224  0.00358  dI       10 11.74 -13.22  1.21    28.   0.81 SDSSJ105329.58+164359.6
587742775088578636 163.373565  16.786011  0.003663 dI       10 12.07 -14.4   0.64   120.4  0.17 NGC3447:[HK83]05
587742775088578640 163.383003  16.784703  0.003516 dI       10 11.49 -12.98  1.84    23.4  0.88 NGC3447:[HK83]07
587739408384983193 163.410084  34.033166  0.006398 Sd        7 22.99 -17.53  1.35    82.2  0.46 KUG1050+342
587746210520825932 163.427875   9.727925  0.003753 Sm/Im    10 12.43 -15.38  1.48    72.8  0.54 UGC06014
587739295623872648 163.443421  33.368099  0.005559 dEblue   -9 19.64 -14.05  1.07    21.7  0.64 SDSSJ105346.42+332205.2
587732580980949076 163.456192  57.118658  0.006374 SABm      9 22.89 -17.8   2.2    128.9  0.34 NGC3440
587731892184875136 163.461493  56.758165  0.006575 Im/BCD   12 23.69 -15.08  1.      27.1  0.67 SDSSJ105350.75+564529.4
588009370686652558 163.484498  60.045253  0.004224 dI       10 14.31 -13.48  0.96    37.8  0.36 SDSSJ105356.28+600243.0
587732772121084048 163.500082   9.831199  0.003967 dI       10 13.29 -13.72  1.18    29.6  0.68 MAPS-NGPO_492_0558035
587725550134821079 163.522441  64.708015  0.005975 Sm        9 21.3  -14.32  1.92    43.   0.3  SDSSJ105405.38+644228.8
587742013275177117 163.523862  20.644438  0.00434  Im/BCD   12 14.78 -15.77  1.31    77.   0.69 UGC06018
587731870703681687 163.553148  54.287245  0.00498  SBm/IBm  10 17.33 -15.63  1.43    75.5  0.46 UGC06016
587742566788497631 163.563888  17.810247  0.003258 SAm       9 10.46 -14.38  1.67    65.1  0.6  UGC06022
587741531708850244 163.585918  27.237903  0.004496 SABbc     4 15.4  -18.03  1.64   110.6  0.57 NGC3451
588297863115440255 163.600662  44.500559  0.008112 dI       10 29.82 -15.33  0.61    29.1  0.47 SDSSJ105424.15+443002.0
587742775625580563 163.623006  17.344034  0.003643 Sbc       4 12.   -17.21  1.63   151.9  0.25 NGC3454
588009366943039616 163.623748  60.724106  0.004409 dI       10 15.05 -15.01  1.24    52.6  0.41 SDSSJ105429.69+604326.8
587742775625580639 163.629531  17.28475   0.003733 SABb      3 12.35 -17.65  1.57   136.9  0.57 NGC3455
587729385537470480 163.648742  56.990692  0.006901 SABdm     8 24.99 -18.85  1.24    92.5  0.86 NGC3445
587731870703747100 163.664091  54.305075  0.004503 Imeger   10 15.43 -18.3   1.38   201.2  0.3  NGC3448
587741532782723194 163.673969  28.125305  0.00552  dI       10 19.49 -14.39  0.9     25.2  0.64 SDSSJ105441.76+280731.1
587729385537470486 163.681928  56.982933  0.005797 Sm/Im    10 20.59  -9.58 -0.76     2.9  0.97 UGC06021NOTES01
587742571071995981 163.702635  17.621237  0.003839 S0gas    -3 12.78 -18.17  2.31    87.9  0.97 NGC3457
588013382201376776 163.759311  49.725847  0.004627 BCD      13 15.92 -16.81  0.82    56.5  0.85 UGC06029
587742951178174719 163.773215  63.993117  0.005677 Sm/Im    10 20.11 -14.6   1.36    47.5  0.5  UGC06027
587742865816486086 163.77777   17.462632  0.003891 Im/BCD   12 12.99 -14.61  1.14    43.7  0.51 MAPS-NGPO_432_0368543
588013383812186170 163.784108  51.188664  0.004596 BCD      13 15.8  -13.63  0.65    24.   0.71 SDSSJ105508.18+511119.2
587742865279615061 163.87129   17.142523  0.003576 Sm/Im    10 11.73 -15.54  1.08    79.7  0.74 UGC06035
587726032778362918 163.913207   2.395759  0.003306 Im/BCD   12 10.65 -14.19  0.78    49.2  0.42 CGCG038-051
587742775088840716 163.935185  17.005024  0.003749 Im/BCD   12 12.42 -15.72  1.41    40.4  0.96 CGCG095-070
587729385537536031 164.006139  57.11699   0.006004 SAB0     -3 21.42 -19.38  2.61   102.6  0.73 NGC3458
587741829656805674 164.012484  23.813475  0.00426  dI       10 14.46 -12.99  1.34    26.2  0.51 SDSSJ105603.00+234848.5
587725816946753813 164.017863  65.41522   0.00571  dI       10 20.24 -14.04  1.23    24.4  0.76 SDSSJ105604.26+652454.8
587732577237794836 164.037952   6.172914  0.00338  BCD      13 10.95 -15.64  1.05    37.1  0.71 MRK1271
588017703997407356 164.057971  12.011289  0.003342 Im       10 10.79 -13.88  0.79    44.2  0.77 LSBCD640-13
587739407848374416 164.06074   33.812773  0.006091 Sdm       8 21.76 -15.31  1.4     50.4  0.33 SDSSJ105614.57+334846.0
588017722248855785 164.072857  41.60074   0.004897 Sm/Im    10 17.   -14.76  1.2     70.9  0.26 UGC06041
587742865279746156 164.083046  17.084991  0.003205 dI       10 10.25 -12.26  1.15    19.8  0.92 SDSSJ105619.93+170505.9
587739609693421596 164.083708  31.270304  0.004276 dEblue   -9 14.52 -14.98  1.05    32.1  0.8  2MASXJ10562004+3116126
587731501335838936 164.087119  56.759591  0.006151 Sd        7 22.   -16.58  1.77   105.1  0.31 UGC06039
587742775625777305 164.161067  17.383683  0.003163 dEblue   -9 10.08 -12.46  0.94    24.3  0.57 SDSSJ105638.66+172301.2
587738617560563903 164.168119  36.141096  0.001909 dI       10  5.07 -11.2   0.76    36.   0.43 SDSSJ105640.35+360827.9
587741603097739323 164.198651  26.8653    0.008415 dI       10 31.03 -14.93  1.15    17.9  0.66 SDSSJ105647.67+265155.1
587739647817678899 164.199672  31.090348  0.005495 dEbc     -7 19.39 -15.42  1.09    23.   0.99 2MASXJ10564789+3105250
587732134843711594 164.244543  50.140603  0.004571 dEbc     -7 15.7  -15.77  1.19    43.2  0.62 SBS1054+504
587746209984348266 164.392436   9.214818  0.008955 dI       10 33.18 -15.17  1.24    22.8  0.71 MAPS-NGPO_492_0651013
587738410331472059 164.40895   13.979032  0.004147 Sm/Im    10 14.01 -13.57  0.98    44.2  0.32 LSBCF640-V02
587742568399503695 164.421791  19.222518  0.003355 dI       10 10.85 -13.5   1.92    37.2  0.56 MAPS-NGPO_432_0191648
587738617560629301 164.445832  36.260767  0.002115 Im/BCD   12  5.9  -13.48  0.54    45.6  0.69 VV747
587742568936439984 164.509327  19.505291  0.002169 dI       10  6.11 -13.53  1.      51.4  0.66 CGCG095-078
588295842318778516 164.635125  48.781469  0.002305 Im/BCD   12  6.66 -12.86  0.74    47.9  0.42 UGC06055
587732771047800925 164.656519   9.050451  0.008696 SB0/a     0 32.15 -19.65  2.58   122.7  0.51 UGC06062
587731890037457143 164.6967    55.234654  0.009619 SABcd     6 35.83 -17.9   1.64   100.6  0.29 UGC06061
587732134306906259 164.706679  49.716076  0.002776 dI       10  8.53 -13.48  1.33    33.9  0.89 SDSSJ105849.61+494257.9
587735348566556947 164.716469  14.130072  0.002442 dI       10  7.2  -12.86  1.82    46.   0.57 SDSSJ105851.95+140748.2
588009372297723957 164.787496  61.530669  0.007025 SBa       1 25.49 -19.61  2.2    141.6  0.54 NGC3471
588011098335150160 164.788151  61.283739  0.005669 dEblue   -9 20.08 -14.    1.19    19.6  0.69 SDSSJ105909.14+611701.3
588011098872021166 164.795038  61.68515   0.006874 Sd        7 24.89 -14.71  1.3     36.8  0.33 SDSSJ105910.80+614106.5
588017604141056109 164.828944  42.589803  0.005196 dI       10 18.19 -14.62  1.44    36.7  0.5  KUG1056+428
588009372297789507 164.85756   61.551536  0.00722  SBm/IBm  10 26.27 -16.69  1.27    61.4  0.34 MCG+10-16-040
587741490370576603 164.942282  28.610916  0.00222  dI       10  6.32 -11.68  1.32    22.9  0.9  SDSSJ105946.15+283639.3
587739407311765519 164.942825  33.391833  0.006194 SAdm      8 22.18 -18.15  1.26    53.   0.94 UGC06070
588013383275577359 164.993923  50.904528  0.009663 SBab      2 36.   -18.49  2.28    74.   0.62 UGC06074
587739607546134732 164.995293  29.76958   0.00797  dI       10 29.26 -15.07  1.33    25.2  0.55 SDSSJ105958.87+294610.5
587731870704074888 165.000727  54.425453  0.003351 Sm/Im    10 10.83 -13.81  1.15    46.4  0.74 MCG+09-18-066
587738411405541383 165.012521  14.84124   0.004783 SABbc     4 16.55 -18.33  1.8    146.7  0.7  NGC3485
587733081881772258 165.025304  54.272251  0.004798 Sm/Im    10 16.61 -13.92  1.52    37.   0.5  SDSSJ110006.07+541620.2
588013383275577400 165.026924  50.84942   0.00959  SBm/IBm  10 35.71 -16.93  1.46    56.3  0.73 MCG+09-18-067
587741490907512882 165.063685  28.945735  0.002521 Im/BCD   12  7.52 -11.94 -0.08    24.6  0.59 SDSSJ110015.28+285644.6
587735348029882371 165.077246  13.901141  0.002362 SAB0/a    0  6.88 -18.29  3.73   196.6  0.44 NGC3489
587742774552428643 165.099141  16.692155  0.003216 Sc        5 10.29 -15.44  1.68   105.   0.21 UGC06083
587741490907578371 165.099452  28.975135  0.002335 SABc      5  6.78 -17.43  2.62   100.2  0.94 NGC3486
588017703460995277 165.114157  11.622953  0.009493 SAdm      8 35.32 -15.76  1.58    38.3  0.53 SDSSJ110027.84+113715.1
